Tmax(n75_TLPn75_des) X,Tmax(n75_TLPn75_des) Y,Tmax(n76_TLPn76_des) X,Tmax(n76_TLPn76_des) Y,Tmax(n77_TLPn77_des) X,Tmax(n77_TLPn77_des) Y,Tmax(n78_TLPn78_des) X,Tmax(n78_TLPn78_des) Y,Tmax(n79_TLPn79_des) X,Tmax(n79_TLPn79_des) Y,Tmax(n80_TLPn80_des) X,Tmax(n80_TLPn80_des) Y,Tmax(n297_TLPn297_des) X,Tmax(n297_TLPn297_des) Y,Tmax(n310_TLPn310_des) X,Tmax(n310_TLPn310_des) Y,Tmax(n323_TLPn323_des) X,Tmax(n323_TLPn323_des) Y,Tmax(n336_TLPn336_des) X,Tmax(n336_TLPn336_des) Y,Tmax(n349_TLPn349_des) X,Tmax(n349_TLPn349_des) Y,Tmax(n362_TLPn362_des) X,Tmax(n362_TLPn362_des) Y,Tmax(n375_TLPn375_des) X,Tmax(n375_TLPn375_des) Y,Tmax(n388_TLPn388_des) X,Tmax(n388_TLPn388_des) Y,Tmax(n401_TLPn401_des) X,Tmax(n401_TLPn401_des) Y,Tmax(n414_TLPn414_des) X,Tmax(n414_TLPn414_des) Y,Tmax(n427_TLPn427_des) X,Tmax(n427_TLPn427_des) Y,Tmax(n440_TLPn440_des) X,Tmax(n440_TLPn440_des) Y,Tmax(n453_TLPn453_des) X,Tmax(n453_TLPn453_des) Y,Tmax(n466_TLPn466_des) X,Tmax(n466_TLPn466_des) Y,Tmax(n479_TLPn479_des) X,Tmax(n479_TLPn479_des) Y,Tmax(n492_TLPn492_des) X,Tmax(n492_TLPn492_des) Y,Tmax(n607_TLPn607_des) X,Tmax(n607_TLPn607_des) Y,Tmax(n609_TLPn609_des) X,Tmax(n609_TLPn609_des) Y,Tmax(n611_TLPn611_des) X,Tmax(n611_TLPn611_des) Y,Tmax(n613_TLPn613_des) X,Tmax(n613_TLPn613_des) Y,Tmax(n615_TLPn615_des) X,Tmax(n615_TLPn615_des) Y,Tmax(n617_TLPn617_des) X,Tmax(n617_TLPn617_des) Y,Tmax(n619_TLPn619_des) X,Tmax(n619_TLPn619_des) Y
-1.87E-05,300,0.65170626,301.21311,0.74742009,313.84438,0.86456098,461.33116,0.9074818,535.33318,0.96152665,615.85661,0.46705024,300.00747,0.55806013,300.1032,0.77614161,328.78764,0.79333994,344.21881,0.80624302,360.02929,0.8171232,376.16088,0.82698927,392.59674,0.83638498,409.32895,0.84564143,426.35771,0.8549804,443.68724,0.87450717,479.30036,0.90444442,348.14564,0.91196689,352.54792,0.91978016,554.79052,0.93284744,574.67764,0.93998853,459.26592,0.97722771,637.2084,0.99385027,659.10834,1.0113292,681.58323,1.0294727,704.65019,1.0478589,728.3045,0.98771931,385.85623,0.99436572,389.92505
-1.87E-05,300,0.65144656,301.45354,0.7454426,316.56791,0.85915923,493.10644,0.90706129,582.63035,0.9704911,681.469,0.46704726,300.00923,0.55803112,300.12401,0.77275613,334.43588,0.78887182,352.87634,0.8009539,371.76588,0.8112484,391.04309,0.82075341,410.69322,0.83001053,430.71362,0.83935432,451.11187,0.84901399,471.90137,0.8699271,514.75019,0.9029094,358.12974,0.91059343,363.45648,0.92135272,606.36534,0.93670811,630.72269,0.94021164,474.19175,0.98845084,707.91005,1.0061998,735.04096,1.0221267,762.74653,1.0333767,790.75663,1.0356217,818.5793,0.99000912,404.06389,0.99716007,409.02883
-1.87E-05,300,0.65118696,301.69388,0.74346905,319.28608,0.85423926,524.84004,0.90785485,630.27577,0.97509129,747.95872,0.46704429,300.01099,0.55800211,300.14482,0.76938255,340.06691,0.78442813,361.50082,0.79570842,383.45182,0.80544609,405.85755,0.81463173,428.70798,0.82380838,452.00865,0.83331769,475.77789,0.84340003,500.04196,0.8659881,550.21198,0.90109886,370.11418,0.90898597,376.55539,0.92418206,658.46495,0.94145221,687.4845,0.94063828,492.15322,0.98656063,779.07402,0.98781721,810.1297,0.97152745,840.20926,1.0228148,812.09131,0.86575761,893.10687,0.99297839,426.04654,1.0007713,432.10927
-1.87E-05,300,0.65092745,301.93413,0.74149936,321.999,0.84983116,556.54918,0.9091502,678.30366,0.97299112,764.577,0.46704131,300.01274,0.5579731,300.16564,0.76602123,345.68051,0.78001014,370.09172,0.79050971,395.08624,0.79972229,420.60335,0.80863439,446.64072,0.81779384,473.21541,0.82755276,500.36027,0.83816557,528.11866,0.86271128,585.71295,0.89897657,384.49898,0.90712232,392.28479,0.92615709,711.04736,0.94145355,744.66828,0.9413932,513.78488,0.91709787,845.31695,0.85721293,874.83896,0.76773392,900.20623,0.99688445,837.04584,0.54542849,937.53425,0.99689905,452.62242,1.0055215,460.03688
-1.87E-05,300,0.65066803,302.1743,0.73953359,324.70662,0.84593725,588.2527,0.90928433,690.33247,0.96666721,784.42721,0.46703834,300.0145,0.55794409,300.18644,0.76267252,351.27647,0.77561911,378.64855,0.78536073,406.6685,0.7940826,435.2801,0.80277038,464.49197,0.81197981,494.33651,0.82207599,524.86524,0.83332725,556.14317,0.86003224,621.27903,0.89651114,401.76379,0.90499167,411.17369,0.91861372,763.53719,0.916084,800.60338,0.94267079,539.86566,0.72091058,896.34587,0.59864844,918.358,0.47609064,935.42534,0.939865,865.1803,0.446622,946.39063,0.9981542,460.61354,1.0118988,493.90168
-1.87E-05,300,0.65043267,302.39219,0.73775247,327.16002,0.84279548,617.03443,0.90913269,704.79269,0.95079266,807.8909,0.46703564,300.01609,0.55791777,300.20533,0.75964414,356.34046,0.77165761,386.38602,0.78073215,417.13678,0.78904021,448.54319,0.79756932,480.62684,0.80688456,513.43737,0.81736296,547.04696,0.82927726,581.54388,0.85786591,653.62174,0.89368474,422.48425,0.90260687,433.85898,0.8836387,809.50898,0.83564603,846.81931,0.94476862,571.36036,0.4803433,925.87281,0.36514175,941.16469,0.40259081,942.04507,0.82951244,894.62489,0.35313206,954.57566,0.9997137,470.22939,1.0206541,535.0918
-,-,-,-,-,-,-,-,0.90818744,722.16646,0.91421952,834.95744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.89050808,447.35262,0.90002504,461.11025,-,-,-,-,0.94811379,609.47782,-,-,-,-,0.33294327,948.48471,0.65317092,921.68672,0.27894285,962.13783,1.0016648,481.8074,1.0329436,585.41685
-,-,-,-,-,-,-,-,0.9051674,742.99975,0.83746427,864.55768,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88704501,477.20498,0.89738038,493.86341,-,-,-,-,0.95312625,655.74479,-,-,-,-,0.27450365,954.72938,0.44245819,942.69495,0.22602425,969.31251,1.0041257,495.75874,1.0504067,647.29868
-,-,-,-,-,-,-,-,0.89681704,767.83711,0.69961302,893.75421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88345064,513.05902,0.89493356,533.26903,-,-,-,-,0.95868488,712.0088,-,-,-,-,0.26241445,956.21526,0.38178983,948.03942,0.18838981,976.31281,1.0072595,512.5866,1.0731567,723.90155
-,-,-,-,-,-,-,-,0.89568599,770.09406,0.58153759,910.01386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.88028682,552.34203,0.8932384,576.53766,-,-,-,-,0.9527069,773.61258,-,-,-,-,-,-,0.32435743,953.39469,0.18554754,976.93883,1.0112939,532.91029,1.0710377,816.49001
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87795692,591.73265,0.89254564,620.03009,-,-,-,-,0.89646471,831.71362,-,-,-,-,-,-,0.2747413,958.74305,-,-,1.0165512,557.49796,0.89109667,899.58561
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87636098,631.26689,0.89243701,663.78002,-,-,-,-,0.74594186,878.83842,-,-,-,-,-,-,0.23436319,964.1205,-,-,1.02349,587.31231,0.53599261,946.4472
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87496521,670.95595,0.89113352,707.72823,-,-,-,-,-,-,-,-,-,-,-,-,0.202103,969.5822,-,-,1.032743,623.57538,0.42890023,955.53751
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.87383127,691.36647,0.88842614,730.29255,-,-,-,-,-,-,-,-,-,-,-,-,0.19949585,970.08714,-,-,1.0450134,667.85538,0.33391927,963.78886
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0597905,722.11524,0.26338819,971.39067
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.065636,788.07236,0.21457527,978.631
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.99305792,861.83678,0.1798909,985.7229
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.71528112,923.35425,0.15393013,992.80217
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39055343,955.05876,0.15281568,993.15196
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.32083083,961.41634,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26490421,967.58187,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22240802,973.66228,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1900112,979.75914,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1700205,984.50234,-,-
-1.87E-05,3.00E+02,6.53E-01,3.02E+02,7.57E-01,3.27E+02,8.97E-01,6.17E+02,9.25E-01,7.70E+02,9.75E-01,9.10E+02,4.67E-01,3.00E+02,5.58E-01,3.00E+02,7.93E-01,3.56E+02,8.16E-01,3.86E+02,8.33E-01,4.17E+02,8.47E-01,4.49E+02,8.59E-01,4.81E+02,8.70E-01,5.13E+02,8.80E-01,5.47E+02,8.89E-01,5.82E+02,9.05E-01,6.54E+02,9.12E-01,6.91E+02,9.19E-01,7.30E+02,9.31E-01,8.10E+02,9.41E-01,8.47E+02,9.59E-01,8.79E+02,9.88E-01,9.26E+02,1.01E+00,9.41E+02,1.02E+00,9.56E+02,1.03E+00,9.70E+02,1.05E+00,9.77E+02,1.07E+00,9.80E+02,1.07E+00,9.93E+02
