N1_contact TotalCurrent(n49_TLPn49_des) X,N1_contact TotalCurrent(n49_TLPn49_des) Y,N1_contact TotalCurrent(n50_TLPn50_des) X,N1_contact TotalCurrent(n50_TLPn50_des) Y,N1_contact TotalCurrent(n51_TLPn51_des) X,N1_contact TotalCurrent(n51_TLPn51_des) Y,N1_contact TotalCurrent(n52_TLPn52_des) X,N1_contact TotalCurrent(n52_TLPn52_des) Y,N1_contact TotalCurrent(n53_TLPn53_des) X,N1_contact TotalCurrent(n53_TLPn53_des) Y,N1_contact TotalCurrent(n54_TLPn54_des) X,N1_contact TotalCurrent(n54_TLPn54_des) Y,N1_contact TotalCurrent(n296_TLPn296_des) X,N1_contact TotalCurrent(n296_TLPn296_des) Y,N1_contact TotalCurrent(n309_TLPn309_des) X,N1_contact TotalCurrent(n309_TLPn309_des) Y,N1_contact TotalCurrent(n322_TLPn322_des) X,N1_contact TotalCurrent(n322_TLPn322_des) Y,N1_contact TotalCurrent(n335_TLPn335_des) X,N1_contact TotalCurrent(n335_TLPn335_des) Y,N1_contact TotalCurrent(n348_TLPn348_des) X,N1_contact TotalCurrent(n348_TLPn348_des) Y,N1_contact TotalCurrent(n361_TLPn361_des) X,N1_contact TotalCurrent(n361_TLPn361_des) Y,N1_contact TotalCurrent(n374_TLPn374_des) X,N1_contact TotalCurrent(n374_TLPn374_des) Y,N1_contact TotalCurrent(n387_TLPn387_des) X,N1_contact TotalCurrent(n387_TLPn387_des) Y,N1_contact TotalCurrent(n400_TLPn400_des) X,N1_contact TotalCurrent(n400_TLPn400_des) Y,N1_contact TotalCurrent(n413_TLPn413_des) X,N1_contact TotalCurrent(n413_TLPn413_des) Y,N1_contact TotalCurrent(n426_TLPn426_des) X,N1_contact TotalCurrent(n426_TLPn426_des) Y,N1_contact TotalCurrent(n439_TLPn439_des) X,N1_contact TotalCurrent(n439_TLPn439_des) Y,N1_contact TotalCurrent(n452_TLPn452_des) X,N1_contact TotalCurrent(n452_TLPn452_des) Y,N1_contact TotalCurrent(n465_TLPn465_des) X,N1_contact TotalCurrent(n465_TLPn465_des) Y,N1_contact TotalCurrent(n478_TLPn478_des) X,N1_contact TotalCurrent(n478_TLPn478_des) Y,N1_contact TotalCurrent(n491_TLPn491_des) X,N1_contact TotalCurrent(n491_TLPn491_des) Y,N1_contact TotalCurrent(n606_TLPn606_des) X,N1_contact TotalCurrent(n606_TLPn606_des) Y,N1_contact TotalCurrent(n608_TLPn608_des) X,N1_contact TotalCurrent(n608_TLPn608_des) Y,N1_contact TotalCurrent(n610_TLPn610_des) X,N1_contact TotalCurrent(n610_TLPn610_des) Y,N1_contact TotalCurrent(n612_TLPn612_des) X,N1_contact TotalCurrent(n612_TLPn612_des) Y,N1_contact TotalCurrent(n614_TLPn614_des) X,N1_contact TotalCurrent(n614_TLPn614_des) Y,N1_contact TotalCurrent(n616_TLPn616_des) X,N1_contact TotalCurrent(n616_TLPn616_des) Y,N1_contact TotalCurrent(n618_TLPn618_des) X,N1_contact TotalCurrent(n618_TLPn618_des) Y,N1_contact Temperature(n49_TLPn49_des) X,N1_contact Temperature(n49_TLPn49_des) Y,N1_contact Temperature(n50_TLPn50_des) X,N1_contact Temperature(n50_TLPn50_des) Y,N1_contact Temperature(n51_TLPn51_des) X,N1_contact Temperature(n51_TLPn51_des) Y,N1_contact Temperature(n52_TLPn52_des) X,N1_contact Temperature(n52_TLPn52_des) Y,N1_contact Temperature(n53_TLPn53_des) X,N1_contact Temperature(n53_TLPn53_des) Y,N1_contact Temperature(n54_TLPn54_des) X,N1_contact Temperature(n54_TLPn54_des) Y,N1_contact Temperature(n296_TLPn296_des) X,N1_contact Temperature(n296_TLPn296_des) Y,N1_contact Temperature(n309_TLPn309_des) X,N1_contact Temperature(n309_TLPn309_des) Y,N1_contact Temperature(n322_TLPn322_des) X,N1_contact Temperature(n322_TLPn322_des) Y,N1_contact Temperature(n335_TLPn335_des) X,N1_contact Temperature(n335_TLPn335_des) Y,N1_contact Temperature(n348_TLPn348_des) X,N1_contact Temperature(n348_TLPn348_des) Y,N1_contact Temperature(n361_TLPn361_des) X,N1_contact Temperature(n361_TLPn361_des) Y,N1_contact Temperature(n374_TLPn374_des) X,N1_contact Temperature(n374_TLPn374_des) Y,N1_contact Temperature(n387_TLPn387_des) X,N1_contact Temperature(n387_TLPn387_des) Y,N1_contact Temperature(n400_TLPn400_des) X,N1_contact Temperature(n400_TLPn400_des) Y,N1_contact Temperature(n413_TLPn413_des) X,N1_contact Temperature(n413_TLPn413_des) Y,N1_contact Temperature(n426_TLPn426_des) X,N1_contact Temperature(n426_TLPn426_des) Y,N1_contact Temperature(n439_TLPn439_des) X,N1_contact Temperature(n439_TLPn439_des) Y,N1_contact Temperature(n452_TLPn452_des) X,N1_contact Temperature(n452_TLPn452_des) Y,N1_contact Temperature(n465_TLPn465_des) X,N1_contact Temperature(n465_TLPn465_des) Y,N1_contact Temperature(n478_TLPn478_des) X,N1_contact Temperature(n478_TLPn478_des) Y,N1_contact Temperature(n491_TLPn491_des) X,N1_contact Temperature(n491_TLPn491_des) Y,N1_contact Temperature(n606_TLPn606_des) X,N1_contact Temperature(n606_TLPn606_des) Y,N1_contact Temperature(n608_TLPn608_des) X,N1_contact Temperature(n608_TLPn608_des) Y,N1_contact Temperature(n610_TLPn610_des) X,N1_contact Temperature(n610_TLPn610_des) Y,N1_contact Temperature(n612_TLPn612_des) X,N1_contact Temperature(n612_TLPn612_des) Y,N1_contact Temperature(n614_TLPn614_des) X,N1_contact Temperature(n614_TLPn614_des) Y,N1_contact Temperature(n616_TLPn616_des) X,N1_contact Temperature(n616_TLPn616_des) Y,N1_contact Temperature(n618_TLPn618_des) X,N1_contact Temperature(n618_TLPn618_des) Y
-,-,-,-,-,-,-,-,0.69539128,1.40E-06,0.53689942,1.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69149724,9.00E-07,-,-,-,-,-,-,0.68456685,1.50E-06,0.6583377,1.60E-06,0.60946915,1.70E-06,0.4495104,1.90E-06,0.77291488,2.00E-06,0.79400823,2.10E-06,0.82707493,2.20E-06,0.74860246,2.30E-06,0.83814686,2.40E-06,0.84410154,2.50E-06,-,-,-,-,-,-,-,-,0.69539128,300,0.53689942,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.69149724,300,-,-,-,-,-,-,0.68456685,300,0.6583377,300,0.60946915,300,0.4495104,300,0.77291488,300,0.79400823,300,0.82707493,300,0.74860246,300,0.83814686,300,0.84410154,300
-,-,-,-,-,-,-,-,0.6863625,1.40E-06,0.47814625,1.80E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66879117,1.50E-06,0.63054182,1.60E-06,0.56544956,1.70E-06,0.38515255,1.90E-06,0.72019428,2.00E-06,0.78698272,2.10E-06,0.8219423,2.20E-06,0.58186884,2.30E-06,0.83351719,2.40E-06,0.8396213,2.50E-06,-,-,-,-,-,-,-,-,0.6863625,300,0.47814625,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66879117,300,0.63054182,300,0.56544956,300,0.38515255,300,0.72019428,300,0.78698272,300,0.8219423,300,0.58186884,300,0.83351719,300,0.8396213,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.58968928,2.00E-06,0.77502728,2.10E-06,0.81597786,2.20E-06,0.36059207,2.30E-06,0.82758862,2.40E-06,0.8331697,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.58968928,300,0.77502728,300,0.81597786,300,0.36059207,300,0.82758862,300,0.8331697,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40156655,2.00E-06,0.75159038,2.10E-06,0.80842674,2.20E-06,0.22106317,2.30E-06,0.81763954,2.40E-06,0.81988417,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.40156655,300,0.75159038,300,0.80842674,300,0.22106317,300,0.81763954,300,0.81988417,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30651849,2.00E-06,0.7017291,2.10E-06,0.79590157,2.20E-06,0.18127466,2.30E-06,0.79268922,2.40E-06,0.78173708,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.30651849,300,0.7017291,300,0.79590157,300,0.18127466,300,0.79268922,300,0.78173708,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.60135272,2.10E-06,0.76419094,2.20E-06,-,-,0.71743474,2.40E-06,0.67252752,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.60135272,300,0.76419094,300,-,-,0.71743474,300,0.67252752,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44363445,2.10E-06,0.66994093,2.20E-06,-,-,0.54223946,2.40E-06,0.46507667,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.44363445,300,0.66994093,300,-,-,0.54223946,300,0.46507667,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28446254,2.10E-06,0.4728846,2.20E-06,-,-,0.321932,2.40E-06,0.26645304,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.28446254,300,0.4728846,300,-,-,0.321932,300,0.26645304,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23443915,2.10E-06,0.28614978,2.20E-06,-,-,0.20147397,2.40E-06,0.17684568,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.23443915,300,0.28614978,300,-,-,0.20147397,300,0.17684568,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20680053,2.20E-06,-,-,0.15917771,2.40E-06,0.14429861,2.50E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.20680053,300,-,-,0.15917771,300,0.14429861,300
-0.000488822,6.15086E-17,0.58357879,0.00000001,0.70167322,0.0000001,0.84218897,0.000001,0.86723981,0.0000014,0.88731189,0.0000018,0.36577285,1E-10,0.47293077,0.000000001,0.74028359,0.0000002,0.76398791,0.0000003,0.78145668,0.0000004,0.79545426,0.0000005,0.80722718,0.0000006,0.81744726,0.0000007,0.82651917,0.0000008,0.83470606,0.0000009,0.8490979,0.0000011,0.85552949,0.0000012,0.86155756,0.0000013,0.87262226,0.0000015,0.87774219,0.0000016,0.88263023,0.0000017,0.89180865,0.0000019,0.89614202,0.000002,0.90032105,0.0000021,0.90436255,0.0000022,0.90827828,0.0000023,0.91207851,0.0000024,0.91577233,0.0000025,-0.000488822,300,0.58357879,300,0.70167322,300,0.84218897,300,0.86723981,300,0.88731189,300,0.36577285,300,0.47293077,300,0.74028359,300,0.76398791,300,0.78145668,300,0.79545426,300,0.80722718,300,0.81744726,300,0.82651917,300,0.83470606,300,0.8490979,300,0.85552949,300,0.86155756,300,0.87262226,300,0.87774219,300,0.88263023,300,0.89180865,300,0.89614202,300,0.90032105,300,0.90436255,300,0.90827828,300,0.91207851,300,0.91577233,300
