N1_contact TotalCurrent(n252_TLPn252_des) X,N1_contact TotalCurrent(n252_TLPn252_des) Y,N1_contact TotalCurrent(n253_TLPn253_des) X,N1_contact TotalCurrent(n253_TLPn253_des) Y,N1_contact TotalCurrent(n254_TLPn254_des) X,N1_contact TotalCurrent(n254_TLPn254_des) Y,N1_contact TotalCurrent(n255_TLPn255_des) X,N1_contact TotalCurrent(n255_TLPn255_des) Y,N1_contact TotalCurrent(n256_TLPn256_des) X,N1_contact TotalCurrent(n256_TLPn256_des) Y,N1_contact TotalCurrent(n257_TLPn257_des) X,N1_contact TotalCurrent(n257_TLPn257_des) Y,N1_contact TotalCurrent(n258_TLPn258_des) X,N1_contact TotalCurrent(n258_TLPn258_des) Y,N1_contact Temperature(n252_TLPn252_des) X,N1_contact Temperature(n252_TLPn252_des) Y,N1_contact Temperature(n253_TLPn253_des) X,N1_contact Temperature(n253_TLPn253_des) Y,N1_contact Temperature(n254_TLPn254_des) X,N1_contact Temperature(n254_TLPn254_des) Y,N1_contact Temperature(n255_TLPn255_des) X,N1_contact Temperature(n255_TLPn255_des) Y,N1_contact Temperature(n256_TLPn256_des) X,N1_contact Temperature(n256_TLPn256_des) Y,N1_contact Temperature(n257_TLPn257_des) X,N1_contact Temperature(n257_TLPn257_des) Y,N1_contact Temperature(n258_TLPn258_des) X,N1_contact Temperature(n258_TLPn258_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,0.49164835,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49164835,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49141916,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49141916,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49114431,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49114431,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49081476,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49081476,300
-,-,-,-,-,-,-,-,-,-,-,-,0.49041971,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.49041971,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48994625,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48994625,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48937896,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48937896,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48869946,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48869946,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48788586,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48788586,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48691214,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48691214,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48574742,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48574742,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48435515,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48435515,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48269221,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48269221,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4821943,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4821943,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48159772,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48159772,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48088324,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48088324,300
-,-,-,-,-,-,-,-,-,-,-,-,0.48002795,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.48002795,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47900464,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47900464,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47778103,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47778103,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47741451,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47741451,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4769752,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4769752,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47644881,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47644881,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47581832,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47581832,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47506342,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47506342,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47415999,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47415999,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47307939,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47307939,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47275568,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47275568,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47236763,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47236763,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47190262,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47190262,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47134554,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47134554,300
-,-,-,-,-,-,-,-,-,-,-,-,0.47067841,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.47067841,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46987982,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46987982,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46892436,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46892436,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4677819,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4677819,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46641684,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46641684,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46600809,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46600809,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4655183,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4655183,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46493162,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46493162,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46422918,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46422918,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46338854,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46338854,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46238307,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46238307,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46208186,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46208186,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46172081,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46172081,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46128815,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46128815,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46076984,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46076984,300
-,-,-,-,-,-,-,-,-,-,-,-,0.46014914,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.46014914,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45940613,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45940613,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45851717,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45851717,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45745424,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45745424,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45713586,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45713586,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45675428,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45675428,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45629707,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45629707,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45574944,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45574944,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45509376,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45509376,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45430906,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45430906,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45407394,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45407394,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45379206,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45379206,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45345418,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45345418,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4530493,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4530493,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45256425,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45256425,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45198339,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45198339,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45128806,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45128806,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45107969,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45107969,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45082986,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45082986,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45053037,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45053037,300
-,-,-,-,-,-,-,-,-,-,-,-,0.45017144,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.45017144,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44974138,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44974138,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44922626,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44922626,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44860948,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44860948,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44787132,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44787132,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44698836,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44698836,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44593288,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44593288,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44561679,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44561679,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44523799,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44523799,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44478417,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44478417,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44424067,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44424067,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44407778,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44407778,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44388244,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44388244,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44364823,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44364823,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44336747,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44336747,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44303098,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44303098,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4426278,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4426278,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44214486,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44214486,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4420001,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4420001,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4418265,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4418265,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44161834,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44161834,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44136878,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44136878,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44106965,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44106965,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44071118,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44071118,300
-,-,-,-,-,-,-,-,-,-,-,-,0.44028171,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.44028171,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43976737,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43976737,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43915162,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43915162,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43841481,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43841481,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43819406,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43819406,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43792942,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43792942,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43761223,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43761223,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43723217,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43723217,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4367769,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4367769,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43623175,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43623175,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43557924,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43557924,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43479865,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43479865,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43386542,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43386542,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43358592,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43358592,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43325097,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43325097,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43284966,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43284966,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43236901,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43236901,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43179358,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43179358,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43110499,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43110499,300
-,-,-,-,-,-,-,-,-,-,-,-,0.43028146,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.43028146,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42929721,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42929721,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42900249,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42900249,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42864932,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42864932,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42822626,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42822626,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42771964,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42771964,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42711325,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42711325,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42693154,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42693154,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42671369,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42671369,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42645255,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42645255,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4261396,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4261396,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42576465,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42576465,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42531556,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42531556,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42477788,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42477788,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42413444,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42413444,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42336486,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42336486,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42313433,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42313433,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42285803,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42285803,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42252693,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42252693,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4221303,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4221303,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42165532,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42165532,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42108675,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42108675,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42040651,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42040651,300
-,-,-,-,-,-,-,-,-,-,-,-,0.42020271,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.42020271,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41995842,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41995842,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41988517,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41988517,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4197973,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4197973,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41969191,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41969191,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41956551,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41956551,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41941393,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41941393,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41923218,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41923218,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41901428,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41901428,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41875312,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41875312,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41844015,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41844015,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41806522,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41806522,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41761621,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41761621,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41707869,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41707869,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41643553,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41643553,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41566642,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41566642,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41474733,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41474733,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41447214,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41447214,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41414241,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41414241,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41374745,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41374745,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41327452,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41327452,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41270849,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41270849,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41253889,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41253889,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41233556,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41233556,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41209183,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41209183,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41179976,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41179976,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41144985,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41144985,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41103078,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41103078,300
-,-,-,-,-,-,-,-,-,-,-,-,0.41052907,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.41052907,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40992873,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40992873,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40921075,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40921075,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4089957,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4089957,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40873796,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40873796,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40842912,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40842912,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40833653,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40833653,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40822549,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40822549,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40809231,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40809231,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40793263,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40793263,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40774119,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40774119,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4075117,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4075117,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40723669,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40723669,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4069072,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4069072,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40651255,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40651255,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40604007,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40604007,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40547464,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40547464,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40530523,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40530523,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40510214,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40510214,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40485872,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40485872,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40456703,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40456703,300
-,-,-,-,-,-,-,-,-,-,-,-,0.4042176,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.4042176,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40379915,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40379915,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40329825,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40329825,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40269895,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40269895,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40198235,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40198235,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40112609,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40112609,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40086973,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40086973,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40056258,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40056258,300
-,-,-,-,-,-,-,-,-,-,-,-,0.40019468,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.40019468,300
-,-,-,-,-,-,-,-,-,-,-,-,0.39975418,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.39975418,300
-,-,-,-,-,-,-,-,-,-,-,-,0.39922699,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.39922699,300
-,-,-,-,-,-,-,-,-,-,-,-,0.39859639,2.00E-06,-,-,-,-,-,-,-,-,-,-,-,-,0.39859639,300
