N1_contact TotalCurrent(n208_TLPn208_des) X,N1_contact TotalCurrent(n208_TLPn208_des) Y,N1_contact TotalCurrent(n209_TLPn209_des) X,N1_contact TotalCurrent(n209_TLPn209_des) Y,N1_contact TotalCurrent(n210_TLPn210_des) X,N1_contact TotalCurrent(n210_TLPn210_des) Y,N1_contact TotalCurrent(n211_TLPn211_des) X,N1_contact TotalCurrent(n211_TLPn211_des) Y,N1_contact TotalCurrent(n212_TLPn212_des) X,N1_contact TotalCurrent(n212_TLPn212_des) Y,N1_contact TotalCurrent(n213_TLPn213_des) X,N1_contact TotalCurrent(n213_TLPn213_des) Y,N1_contact TotalCurrent(n214_TLPn214_des) X,N1_contact TotalCurrent(n214_TLPn214_des) Y,N1_contact TotalCurrent(n215_TLPn215_des) X,N1_contact TotalCurrent(n215_TLPn215_des) Y,N1_contact TotalCurrent(n299_TLPn299_des) X,N1_contact TotalCurrent(n299_TLPn299_des) Y,N1_contact TotalCurrent(n312_TLPn312_des) X,N1_contact TotalCurrent(n312_TLPn312_des) Y,N1_contact TotalCurrent(n325_TLPn325_des) X,N1_contact TotalCurrent(n325_TLPn325_des) Y,N1_contact TotalCurrent(n338_TLPn338_des) X,N1_contact TotalCurrent(n338_TLPn338_des) Y,N1_contact TotalCurrent(n351_TLPn351_des) X,N1_contact TotalCurrent(n351_TLPn351_des) Y,N1_contact TotalCurrent(n364_TLPn364_des) X,N1_contact TotalCurrent(n364_TLPn364_des) Y,N1_contact TotalCurrent(n377_TLPn377_des) X,N1_contact TotalCurrent(n377_TLPn377_des) Y,N1_contact TotalCurrent(n390_TLPn390_des) X,N1_contact TotalCurrent(n390_TLPn390_des) Y,N1_contact TotalCurrent(n403_TLPn403_des) X,N1_contact TotalCurrent(n403_TLPn403_des) Y,N1_contact TotalCurrent(n416_TLPn416_des) X,N1_contact TotalCurrent(n416_TLPn416_des) Y,N1_contact TotalCurrent(n429_TLPn429_des) X,N1_contact TotalCurrent(n429_TLPn429_des) Y,N1_contact TotalCurrent(n442_TLPn442_des) X,N1_contact TotalCurrent(n442_TLPn442_des) Y,N1_contact TotalCurrent(n455_TLPn455_des) X,N1_contact TotalCurrent(n455_TLPn455_des) Y,N1_contact TotalCurrent(n468_TLPn468_des) X,N1_contact TotalCurrent(n468_TLPn468_des) Y,N1_contact TotalCurrent(n481_TLPn481_des) X,N1_contact TotalCurrent(n481_TLPn481_des) Y,N1_contact TotalCurrent(n494_TLPn494_des) X,N1_contact TotalCurrent(n494_TLPn494_des) Y,N1_contact TotalCurrent(n507_TLPn507_des) X,N1_contact TotalCurrent(n507_TLPn507_des) Y,N1_contact TotalCurrent(n520_TLPn520_des) X,N1_contact TotalCurrent(n520_TLPn520_des) Y,N1_contact TotalCurrent(n533_TLPn533_des) X,N1_contact TotalCurrent(n533_TLPn533_des) Y,N1_contact TotalCurrent(n546_TLPn546_des) X,N1_contact TotalCurrent(n546_TLPn546_des) Y,N1_contact Temperature(n208_TLPn208_des) X,N1_contact Temperature(n208_TLPn208_des) Y,N1_contact Temperature(n209_TLPn209_des) X,N1_contact Temperature(n209_TLPn209_des) Y,N1_contact Temperature(n210_TLPn210_des) X,N1_contact Temperature(n210_TLPn210_des) Y,N1_contact Temperature(n211_TLPn211_des) X,N1_contact Temperature(n211_TLPn211_des) Y,N1_contact Temperature(n212_TLPn212_des) X,N1_contact Temperature(n212_TLPn212_des) Y,N1_contact Temperature(n213_TLPn213_des) X,N1_contact Temperature(n213_TLPn213_des) Y,N1_contact Temperature(n214_TLPn214_des) X,N1_contact Temperature(n214_TLPn214_des) Y,N1_contact Temperature(n215_TLPn215_des) X,N1_contact Temperature(n215_TLPn215_des) Y,N1_contact Temperature(n299_TLPn299_des) X,N1_contact Temperature(n299_TLPn299_des) Y,N1_contact Temperature(n312_TLPn312_des) X,N1_contact Temperature(n312_TLPn312_des) Y,N1_contact Temperature(n325_TLPn325_des) X,N1_contact Temperature(n325_TLPn325_des) Y,N1_contact Temperature(n338_TLPn338_des) X,N1_contact Temperature(n338_TLPn338_des) Y,N1_contact Temperature(n351_TLPn351_des) X,N1_contact Temperature(n351_TLPn351_des) Y,N1_contact Temperature(n364_TLPn364_des) X,N1_contact Temperature(n364_TLPn364_des) Y,N1_contact Temperature(n377_TLPn377_des) X,N1_contact Temperature(n377_TLPn377_des) Y,N1_contact Temperature(n390_TLPn390_des) X,N1_contact Temperature(n390_TLPn390_des) Y,N1_contact Temperature(n403_TLPn403_des) X,N1_contact Temperature(n403_TLPn403_des) Y,N1_contact Temperature(n416_TLPn416_des) X,N1_contact Temperature(n416_TLPn416_des) Y,N1_contact Temperature(n429_TLPn429_des) X,N1_contact Temperature(n429_TLPn429_des) Y,N1_contact Temperature(n442_TLPn442_des) X,N1_contact Temperature(n442_TLPn442_des) Y,N1_contact Temperature(n455_TLPn455_des) X,N1_contact Temperature(n455_TLPn455_des) Y,N1_contact Temperature(n468_TLPn468_des) X,N1_contact Temperature(n468_TLPn468_des) Y,N1_contact Temperature(n481_TLPn481_des) X,N1_contact Temperature(n481_TLPn481_des) Y,N1_contact Temperature(n494_TLPn494_des) X,N1_contact Temperature(n494_TLPn494_des) Y,N1_contact Temperature(n507_TLPn507_des) X,N1_contact Temperature(n507_TLPn507_des) Y,N1_contact Temperature(n520_TLPn520_des) X,N1_contact Temperature(n520_TLPn520_des) Y,N1_contact Temperature(n533_TLPn533_des) X,N1_contact Temperature(n533_TLPn533_des) Y,N1_contact Temperature(n546_TLPn546_des) X,N1_contact Temperature(n546_TLPn546_des) Y
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43943647,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38896759,2.10E-06,0.37360091,2.20E-06,0.38506177,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43943647,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38896759,300,0.37360091,300,0.38506177,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43919035,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38879778,2.10E-06,0.37310178,2.20E-06,0.3843284,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43919035,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38879778,300,0.37310178,300,0.3843284,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43889532,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38859422,2.10E-06,0.37295223,2.20E-06,0.38345236,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43889532,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38859422,300,0.37295223,300,0.38345236,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43854173,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38835022,2.10E-06,0.37277296,2.20E-06,0.38319011,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43854173,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38835022,300,0.37277296,300,0.38319011,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43811807,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38805785,2.10E-06,0.37255808,2.20E-06,0.38287593,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43811807,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38805785,300,0.37255808,300,0.38287593,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43761063,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38770758,2.10E-06,0.37230059,2.20E-06,0.38249966,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43761063,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38770758,300,0.37230059,300,0.38249966,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43700304,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38728813,2.10E-06,0.37199214,2.20E-06,0.38204921,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43700304,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38728813,300,0.37199214,300,0.38204921,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43682095,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.386786,2.10E-06,0.37162274,2.20E-06,0.3815102,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43682095,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.386786,300,0.37162274,300,0.3815102,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43660261,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38618522,2.10E-06,0.37118056,2.20E-06,0.3808656,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43660261,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38618522,300,0.37118056,300,0.3808656,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43634084,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38546682,2.10E-06,0.3706515,2.20E-06,0.38009524,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43634084,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38546682,300,0.3706515,300,0.38009524,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43602708,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38460838,2.10E-06,0.37001887,2.20E-06,0.37917536,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43602708,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38460838,300,0.37001887,300,0.37917536,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43565109,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38435135,2.10E-06,0.36926293,2.20E-06,0.37807801,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43565109,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38435135,300,0.36926293,300,0.37807801,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43520065,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38404339,2.10E-06,0.36903661,2.20E-06,0.37774973,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43520065,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38404339,300,0.36903661,300,0.37774973,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43506562,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38367451,2.10E-06,0.36876544,2.20E-06,0.37735664,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43506562,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38367451,300,0.36876544,300,0.37735664,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43490368,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38323283,2.10E-06,0.36844064,2.20E-06,0.37688615,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43490368,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38323283,300,0.36844064,300,0.37688615,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43470949,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38270421,2.10E-06,0.36805174,2.20E-06,0.37632329,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43470949,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38270421,300,0.36805174,300,0.37632329,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43447666,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38207189,2.10E-06,0.36758629,2.20E-06,0.37565035,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43447666,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38207189,300,0.36758629,300,0.37565035,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43419755,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38188247,2.10E-06,0.36702953,2.20E-06,0.37544882,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43419755,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38188247,300,0.36702953,300,0.37544882,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43386303,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38165543,2.10E-06,0.36636395,2.20E-06,0.37520731,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43386303,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38165543,300,0.36636395,300,0.37520731,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43346222,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38138336,2.10E-06,0.36616464,2.20E-06,0.37491797,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43346222,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38138336,300,0.36616464,300,0.37491797,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43298212,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3810574,2.10E-06,0.36592581,2.20E-06,0.37457142,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43298212,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3810574,300,0.36592581,300,0.37457142,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43240724,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38066704,2.10E-06,0.36563968,2.20E-06,0.37415652,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43240724,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38066704,300,0.36563968,300,0.37415652,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43171919,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38019971,2.10E-06,0.365297,2.20E-06,0.37366002,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43171919,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.38019971,300,0.365297,300,0.37366002,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43089612,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37964053,2.10E-06,0.36488677,2.20E-06,0.37306619,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.43089612,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37964053,300,0.36488677,300,0.37306619,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42991216,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37897181,2.10E-06,0.36439589,2.20E-06,0.37235643,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42991216,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37897181,300,0.36439589,300,0.37235643,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42961747,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37817264,2.10E-06,0.36380885,2.20E-06,0.37150878,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42961747,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37817264,300,0.36380885,300,0.37150878,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42926431,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37793336,2.10E-06,0.36310729,2.20E-06,0.37125507,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42926431,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37793336,300,0.36310729,300,0.37125507,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4288412,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37764664,2.10E-06,0.36226957,2.20E-06,0.37095115,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4288412,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37764664,300,0.36226957,300,0.37095115,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42833446,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37756069,2.10E-06,0.36201885,2.20E-06,0.3705872,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42833446,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37756069,300,0.36201885,300,0.3705872,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42772781,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3774576,2.10E-06,0.36194368,2.20E-06,0.37015154,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42772781,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3774576,300,0.36194368,300,0.37015154,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4270019,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37733397,2.10E-06,0.36185354,2.20E-06,0.36963031,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4270019,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37733397,300,0.36185354,300,0.36963031,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42678441,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37718573,2.10E-06,0.36174544,2.20E-06,0.36900707,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42678441,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37718573,300,0.36174544,300,0.36900707,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42652368,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37700801,2.10E-06,0.36161581,2.20E-06,0.36826239,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42652368,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37700801,300,0.36161581,300,0.36826239,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42621118,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37679498,2.10E-06,0.36146041,2.20E-06,0.36803945,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42621118,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37679498,300,0.36146041,300,0.36803945,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42583674,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37653968,2.10E-06,0.36141381,2.20E-06,0.36777234,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42583674,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37653968,300,0.36141381,300,0.36777234,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4253882,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37623382,2.10E-06,0.3613579,2.20E-06,0.3674524,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4253882,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37623382,300,0.3613579,300,0.3674524,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42485111,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37586749,2.10E-06,0.36129085,2.20E-06,0.36706933,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42485111,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37586749,300,0.36129085,300,0.36706933,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42420826,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37542892,2.10E-06,0.36121042,2.20E-06,0.36661089,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42420826,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37542892,300,0.36121042,300,0.36661089,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42343922,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37490408,2.10E-06,0.36111396,2.20E-06,0.36606251,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.42343922,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37490408,300,0.36111396,300,0.36606251,300
-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4225198,2.40E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37427638,2.10E-06,0.36099829,2.20E-06,0.365407,2.30E-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4225198,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37427638,300,0.36099829,300,0.365407,300
